City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
127,Guilin,25.28,110.29,59.0,93,90,4.41,CN,2020-01-06 01:30:03
128,Caiaponia,-16.96,-51.81,67.33,99,13,4.63,BR,2020-01-06 01:30:03
129,Aniva,46.71,142.53,23.0,67,20,11.18,RU,2020-01-06 01:30:03
130,Amberley,-43.15,172.73,71.6,26,9,17.22,NZ,2020-01-06 01:28:55
131,Sertania,-8.07,-37.26,76.01,69,100,8.39,BR,2020-01-06 01:30:04
132,Namibe,-15.19,12.15,73.09,89,71,12.41,AO,2020-01-06 01:27:46
133,Batagay-Alyta,67.8,130.41,-22.56,78,0,4.14,RU,2020-01-06 01:27:27
134,Mackay,53.65,-115.58,21.2,67,75,16.11,CA,2020-01-06 01:26:56
135,Murdochville,48.96,-65.49,7.41,94,100,10.54,CA,2020-01-06 01:30:05
136,College,64.86,-147.8,-18.0,66,99,1.1,US,2020-01-06 01:22:36
137,Sept-Iles,50.2,-66.38,10.99,71,5,8.05,CA,2020-01-06 01:29:01
138,Sussex,45.72,-65.51,23.0,73,90,23.04,CA,2020-01-06 01:30:05
139,Aborlan,9.44,118.55,84.2,74,40,4.7,PH,2020-01-06 01:30:05
140,Taltal,-25.41,-70.49,62.35,77,2,2.04,CL,2020-01-06 01:27:59
141,Cherskiy,68.75,161.3,-8.63,62,4,4.52,RU,2020-01-06 01:22:41
142,Ferme-Neuve,46.7,-75.45,12.61,89,99,2.39,CA,2020-01-06 01:30:05
143,Kiama,-34.67,150.86,70.0,88,98,6.93,AU,2020-01-06 01:25:40
144,Saint-Louis,16.03,-16.5,64.4,30,0,4.7,SN,2020-01-06 01:30:06
145,Constitucion,23.99,-104.67,62.6,16,40,3.36,MX,2020-01-06 01:27:33
146,Sobolevo,54.43,31.9,25.61,88,10,5.79,RU,2020-01-06 01:26:58
147,Aldan,58.61,125.39,13.01,91,100,21.65,RU,2020-01-06 01:30:06
148,Ciudad Guayana,8.32,-62.69,70.65,93,0,4.0,VE,2020-01-06 01:30:06
149,Coos Bay,43.37,-124.22,48.2,87,90,4.7,US,2020-01-06 01:30:06
150,Smithers,54.78,-127.17,28.4,58,40,2.24,CA,2020-01-06 01:30:07
151,Kodiak,39.95,-94.76,37.99,64,1,4.7,US,2020-01-06 01:26:46
152,Thunder Bay,48.41,-89.26,28.4,74,90,23.04,CA,2020-01-06 01:30:07
153,Vilyuysk,63.75,121.63,-6.12,99,91,3.8,RU,2020-01-06 01:27:35
154,Grindavik,63.84,-22.43,35.6,96,90,16.11,IS,2020-01-06 01:27:48
155,Orotukan,62.26,151.67,-8.99,95,0,3.33,RU,2020-01-06 01:30:07
156,Tarakan,3.3,117.63,83.03,71,92,5.21,ID,2020-01-06 01:30:07
157,Sotouboua,8.56,0.98,70.84,32,70,2.39,TG,2020-01-06 01:30:07
158,Morgaushi,55.96,46.77,28.4,92,75,6.71,RU,2020-01-06 01:30:08
159,Arnold,38.43,-90.38,48.0,49,1,11.41,US,2020-01-06 01:25:50
160,Aksu,52.04,76.93,14.0,100,90,4.47,KZ,2020-01-06 01:23:05
161,Ilulissat,69.22,-51.1,10.4,60,100,9.17,GL,2020-01-06 01:27:37
162,Kavieng,-2.57,150.8,85.32,70,12,6.91,PG,2020-01-06 01:23:04
163,Begoro,6.38,-0.38,67.68,41,2,2.62,GH,2020-01-06 01:30:08
164,Genhe,50.78,121.52,14.54,91,100,3.0,CN,2020-01-06 01:30:08
165,Sumbe,-11.2,13.84,75.92,88,96,1.63,AO,2020-01-06 01:27:18
166,Jaisalmer,26.91,70.91,58.15,51,44,7.05,IN,2020-01-06 01:30:09
167,Bubaque,11.28,-15.83,77.02,43,0,17.49,GW,2020-01-06 01:30:30
168,Tura,64.27,100.22,10.89,89,100,8.03,RU,2020-01-06 01:26:55
169,Tuktoyaktuk,69.44,-133.03,-23.8,74,20,5.82,CA,2020-01-06 01:26:49
170,Hasaki,35.73,140.83,45.0,48,20,10.29,JP,2020-01-06 01:26:57
171,Mehamn,71.03,27.85,23.0,79,75,8.05,NO,2020-01-06 01:27:37
172,Lagoa,37.14,-8.45,52.0,76,0,9.17,PT,2020-01-06 01:27:18
173,Yerbogachen,61.28,108.01,8.96,93,100,11.5,RU,2020-01-06 01:26:47
174,Yumen,40.29,97.04,16.52,65,63,8.79,CN,2020-01-06 01:26:44
175,Ribeira Grande,38.52,-28.7,60.31,94,100,16.84,PT,2020-01-06 01:23:54
176,Denpasar,-8.65,115.22,84.2,89,40,13.87,ID,2020-01-06 01:27:51
177,Tromso,69.65,18.96,30.2,86,90,18.34,NO,2020-01-06 01:30:31
178,Iqaluit,63.75,-68.52,-16.6,62,90,5.82,CA,2020-01-06 01:26:44
179,Airai,-8.93,125.41,75.02,75,100,4.07,TL,2020-01-06 01:26:41
180,Geraldton,49.72,-86.95,17.6,85,90,3.36,CA,2020-01-06 01:27:09
181,Marzuq,14.4,46.47,61.16,71,1,1.16,YE,2020-01-06 01:26:43
182,Cayenne,4.94,-52.33,78.8,83,75,4.7,GF,2020-01-06 01:26:39
183,Mahanoro,-19.9,48.8,79.21,82,51,13.29,MG,2020-01-06 01:30:32
184,Moron,18.56,-74.26,77.81,77,17,16.11,HT,2020-01-06 01:27:18
185,Buraydah,26.33,43.97,41.0,80,0,4.14,SA,2020-01-06 01:30:32
186,Vangaindrano,-23.35,47.6,70.36,95,7,2.68,MG,2020-01-06 01:27:23
187,Thompson,55.74,-97.86,6.8,84,90,10.29,CA,2020-01-06 01:26:44
188,Cabo San Lucas,22.89,-109.91,71.01,77,75,3.36,MX,2020-01-06 01:26:49
189,Kiunga,-6.12,141.3,73.38,99,100,3.87,PG,2020-01-06 01:26:48
190,Shenjiamen,29.96,122.3,60.93,92,67,18.5,CN,2020-01-06 01:30:32
191,Silver City,32.77,-108.28,50.0,36,1,3.36,US,2020-01-06 01:26:13
192,Ippy,6.26,21.2,66.4,41,86,2.55,CF,2020-01-06 01:30:33
193,Saint-Augustin,45.63,-73.98,19.99,66,40,4.7,CA,2020-01-06 01:28:37
194,San Ramon,12.92,-85.84,71.01,73,0,7.09,NI,2020-01-06 01:26:19
195,Redmond,47.67,-122.12,46.0,70,75,8.05,US,2020-01-06 01:26:59
196,Sheridan,39.65,-105.03,34.0,66,1,4.7,US,2020-01-06 01:29:32
197,Karaton,-6.34,106.1,80.01,88,75,3.36,ID,2020-01-06 01:27:15
198,Ayan,38.23,44.7,13.69,76,26,6.2,IR,2020-01-06 01:29:06
199,Puerto Leguizamo,-0.19,-74.78,82.96,64,44,2.04,CO,2020-01-06 01:26:55
200,Magadan,59.56,150.8,15.39,62,26,7.4,RU,2020-01-06 01:30:34
201,Leshukonskoye,64.9,45.76,17.8,93,71,7.18,RU,2020-01-06 01:27:05
202,Sitka,37.17,-99.65,37.0,49,16,5.82,US,2020-01-06 01:27:08
203,Hvide Sande,56.01,8.13,46.99,100,100,13.87,DK,2020-01-06 01:30:34
204,Wronki,52.71,16.37,33.01,83,75,8.05,PL,2020-01-06 01:30:34
205,Port Elizabeth,39.31,-74.98,37.99,55,1,8.05,US,2020-01-06 01:22:51
206,Mahibadhoo,3.78,72.97,81.97,77,53,10.31,MV,2020-01-06 01:27:06
207,Margate,-43.03,147.26,75.0,59,20,12.75,AU,2020-01-06 01:27:01
208,Kamenka,48.03,28.7,33.01,83,99,1.01,MD,2020-01-06 01:27:10
209,Svetlaya,46.54,138.33,23.79,55,0,10.94,RU,2020-01-06 01:30:35
210,Lompoc,34.64,-120.46,63.0,52,1,11.41,US,2020-01-06 01:27:14
211,La Maddalena,39.15,9.02,53.6,100,0,5.82,IT,2020-01-06 01:30:35
212,Gaffney,35.07,-81.65,46.4,52,1,5.53,US,2020-01-06 01:30:35
213,Meulaboh,4.14,96.13,79.95,81,27,7.45,ID,2020-01-06 01:26:58
214,Medicine Hat,50.04,-110.68,32.0,74,20,16.11,CA,2020-01-06 01:30:36
215,Angul,20.84,85.1,62.87,60,0,3.31,IN,2020-01-06 01:30:36
216,Severo-Kurilsk,50.68,156.12,21.45,96,100,12.12,RU,2020-01-06 01:26:37
217,Baykit,61.68,96.39,8.55,97,98,4.38,RU,2020-01-06 01:30:36
218,Lebu,8.96,38.73,53.6,76,20,5.82,ET,2020-01-06 01:23:29
219,Evensk,61.92,159.24,-1.86,46,22,4.54,RU,2020-01-06 01:28:43
220,Eufaula,31.89,-85.15,46.99,86,1,4.18,US,2020-01-06 01:30:36
221,Myitkyina,25.38,97.4,59.31,98,99,1.19,MM,2020-01-06 01:29:22
222,Platanos,35.47,23.6,44.6,100,90,16.11,GR,2020-01-06 01:30:37
223,Longyearbyen,78.22,15.63,-0.4,64,20,11.41,NO,2020-01-06 01:26:57
224,Portland,43.66,-70.25,27.0,53,1,4.7,US,2020-01-06 01:22:32
225,Mount Gambier,-37.83,140.78,71.6,35,6,11.41,AU,2020-01-06 01:26:08
226,Dhidhdhoo,6.88,73.1,82.24,77,31,11.65,MV,2020-01-06 01:30:37
227,Labuhan,-2.54,115.51,76.62,88,77,1.7,ID,2020-01-06 01:26:47
228,Flinders,-34.58,150.85,72.0,88,98,6.93,AU,2020-01-06 01:27:00
229,Port Hedland,-20.31,118.58,93.2,41,75,18.34,AU,2020-01-06 01:27:37
230,Cidreira,-30.17,-50.22,74.71,84,0,23.17,BR,2020-01-06 01:27:06
231,Ostrovnoy,68.05,39.51,10.08,96,77,14.45,RU,2020-01-06 01:29:15
232,Hirara,24.8,125.28,73.4,64,75,9.17,JP,2020-01-06 01:28:46
233,Avenal,36.0,-120.13,55.4,71,20,4.7,US,2020-01-06 01:30:38
234,Leningradskiy,69.38,178.42,-9.33,65,0,4.27,RU,2020-01-06 01:22:55
235,Sinop,42.03,35.15,43.25,60,100,3.78,TR,2020-01-06 01:30:39
236,Brooks,50.57,-111.89,28.99,71,37,5.99,CA,2020-01-06 01:30:21
237,Brandon,43.59,-96.57,30.99,68,1,11.41,US,2020-01-06 01:30:39
238,Nouadhibou,20.93,-17.03,59.0,72,39,14.99,MR,2020-01-06 01:28:40
239,Fort Nelson,58.81,-122.69,-9.4,69,75,5.82,CA,2020-01-06 01:27:08
240,Cockburn Town,21.46,-71.14,77.85,67,0,9.66,TC,2020-01-06 01:26:54
241,Bud,62.91,6.91,48.2,100,100,6.93,NO,2020-01-06 01:27:34
242,Georgetown,6.8,-58.16,78.8,88,10,6.93,GY,2020-01-06 01:25:53
243,Nanortalik,60.14,-45.24,26.82,86,20,10.38,GL,2020-01-06 01:27:09
244,Conway,35.09,-92.44,50.0,70,1,4.41,US,2020-01-06 01:28:10
245,Douentza,15.01,-2.95,51.15,27,84,3.42,ML,2020-01-06 01:30:40
246,Mahebourg,-20.41,57.7,75.2,94,75,10.29,MU,2020-01-06 01:26:40
247,Ilinskiy,55.62,38.12,32.0,96,75,2.24,RU,2020-01-06 01:30:40
248,Kudahuvadhoo,2.67,72.89,82.49,78,100,11.43,MV,2020-01-06 01:30:40
249,Dongsheng,29.72,112.52,46.18,93,100,9.31,CN,2020-01-06 01:28:53
250,Berlevag,70.86,29.09,23.0,79,75,8.05,NO,2020-01-06 01:26:57
251,Faya,18.39,42.45,57.2,82,0,4.7,SA,2020-01-06 01:26:04
252,Iquitos,-3.75,-73.25,78.8,83,0,2.46,PE,2020-01-06 01:27:32
253,Makakilo City,21.35,-158.09,82.4,65,1,10.29,US,2020-01-06 01:27:23
254,Sola,-3.17,33.8,64.09,91,56,2.66,TZ,2020-01-06 01:22:45
255,Hobyo,5.35,48.53,77.61,83,22,11.01,SO,2020-01-06 01:26:58
256,Epe,52.18,7.04,44.01,75,75,6.93,DE,2020-01-06 01:30:41
257,East London,-33.02,27.91,72.48,76,90,4.72,ZA,2020-01-06 01:26:49
258,Eyl,7.98,49.82,78.91,82,39,12.41,SO,2020-01-06 01:30:41
259,Hami,42.84,93.51,18.52,45,88,2.91,CN,2020-01-06 01:23:08
260,Hithadhoo,-0.6,73.08,83.08,74,100,10.4,MV,2020-01-06 01:27:12
261,Kahului,20.89,-156.47,80.6,57,20,21.92,US,2020-01-06 01:26:49
262,Sovetskiy,56.76,48.47,17.71,97,82,7.43,RU,2020-01-06 01:30:42
263,Ust-Omchug,61.13,149.63,-10.3,99,68,2.01,RU,2020-01-06 01:30:42
264,Bambous Virieux,-20.34,57.76,75.2,94,75,10.29,MU,2020-01-06 01:23:02
265,Hofu,34.05,131.57,51.8,61,75,9.17,JP,2020-01-06 01:30:43
266,Marfino,56.07,37.56,32.0,92,90,8.95,RU,2020-01-06 01:25:40
267,Ponta Delgada,37.73,-25.67,64.4,93,75,17.22,PT,2020-01-06 01:29:36
268,Shaki,39.56,46.0,24.8,92,0,4.7,AM,2020-01-06 01:30:43
269,Cabatuan,16.95,121.67,70.41,87,43,2.71,PH,2020-01-06 01:27:51
270,Lasa,34.92,32.53,57.2,76,75,12.75,CY,2020-01-06 01:22:44
271,Almenara,-16.17,-40.69,70.36,99,100,0.72,BR,2020-01-06 01:30:43
272,Sulangan,11.14,123.72,81.25,78,17,15.57,PH,2020-01-06 01:30:43
273,General Salgado,-20.65,-50.36,75.2,83,20,9.17,BR,2020-01-06 01:30:44
274,Tongren,27.72,109.18,57.42,86,100,2.42,CN,2020-01-06 01:30:44
275,Tiksi,71.64,128.87,-14.42,87,3,12.73,RU,2020-01-06 01:26:44
276,Simpang,4.36,96.17,87.8,54,15,0.87,ID,2020-01-06 01:30:44
277,Vestmanna,62.16,-7.17,48.2,100,100,17.22,FO,2020-01-06 01:30:45
278,Vostochnyy,55.82,37.87,32.0,92,90,8.95,RU,2020-01-06 01:30:45
279,Yulara,-25.24,130.99,69.8,77,90,13.87,AU,2020-01-06 01:23:12
280,Mpulungu,-8.77,31.12,61.56,91,95,1.5,ZM,2020-01-06 01:30:45
281,Khani,41.96,42.96,33.8,86,0,6.93,GE,2020-01-06 01:30:45
282,Muros,42.77,-9.06,45.0,100,0,3.36,ES,2020-01-06 01:27:24
283,Kirensk,57.78,108.12,8.51,89,31,9.06,RU,2020-01-06 01:30:46
284,Whitianga,-36.83,175.7,71.01,54,0,15.01,NZ,2020-01-06 01:30:46
285,Stillwater,36.12,-97.06,46.99,45,1,8.05,US,2020-01-06 01:30:46
286,Castro,-42.48,-73.76,51.8,81,40,1.12,CL,2020-01-06 01:27:41
287,Serenje,-13.23,30.22,62.02,95,100,0.4,ZM,2020-01-06 01:30:46
288,Caibarien,22.52,-79.47,64.4,77,76,4.7,CU,2020-01-06 01:30:46
289,Tawau,4.26,117.89,82.4,83,75,3.36,MY,2020-01-06 01:30:46
290,Kaoma,-14.8,24.8,65.5,96,100,3.76,ZM,2020-01-06 01:30:46
291,Zaoyang,32.12,112.76,41.72,89,100,4.36,CN,2020-01-06 01:30:47
292,Chicama,-7.84,-79.15,71.6,83,20,8.05,PE,2020-01-06 01:28:48
293,San Patricio,-26.98,-56.83,80.28,49,2,6.26,PY,2020-01-06 01:27:25
294,Coihaique,-45.58,-72.07,51.8,66,90,4.7,CL,2020-01-06 01:23:09
295,Inyonga,-6.72,32.06,63.21,94,100,0.63,TZ,2020-01-06 01:30:47
296,Vostok,46.45,135.83,-0.51,95,76,2.06,RU,2020-01-06 01:27:33
297,Chuy,-33.69,-53.46,69.8,78,2,12.53,UY,2020-01-06 01:22:43
298,Faanui,-16.48,-151.75,82.13,74,23,9.71,PF,2020-01-06 01:27:10
299,Tuskegee,32.42,-85.69,48.2,80,1,4.54,US,2020-01-06 01:27:05
300,La Ronge,55.1,-105.3,-2.2,77,90,2.46,CA,2020-01-06 01:25:29
301,Polyarnyy,69.2,33.45,-0.4,84,69,8.41,RU,2020-01-06 01:26:29
302,Aswan,24.09,32.9,46.4,45,0,14.99,EG,2020-01-06 01:29:05
303,Jalu,29.03,21.55,50.2,47,0,13.62,LY,2020-01-06 01:27:43
304,Tezu,27.93,96.16,49.06,89,91,2.21,IN,2020-01-06 01:28:52
305,Pingshan,28.83,104.35,50.43,77,100,7.27,CN,2020-01-06 01:30:48
306,Luganville,-15.51,167.18,84.2,79,75,11.41,VU,2020-01-06 01:30:48
307,Okha,53.59,142.95,25.95,92,100,15.37,RU,2020-01-06 01:28:43
308,Orlik,53.95,17.74,34.0,91,75,11.41,PL,2020-01-06 01:30:49
309,Ajdabiya,30.75,20.22,59.61,74,89,25.43,LY,2020-01-06 01:27:16
310,Fushan,32.67,118.71,50.25,94,100,4.34,CN,2020-01-06 01:30:49
311,Mareeba,-16.99,145.42,87.01,74,40,13.87,AU,2020-01-06 01:26:12
312,Pirovskoye,57.63,92.27,22.23,93,99,7.83,RU,2020-01-06 01:30:49
313,Kloulklubed,7.04,134.26,84.2,79,75,16.11,PW,2020-01-06 01:27:23
314,Batavia,43.0,-78.19,34.0,80,90,5.82,US,2020-01-06 01:30:49
315,San Andres,13.32,122.68,81.72,69,51,12.91,PH,2020-01-06 01:30:50
316,Brigantine,39.41,-74.36,37.4,51,1,9.17,US,2020-01-06 01:30:50
317,Alofi,-19.06,-169.92,82.4,83,1,10.29,NU,2020-01-06 01:22:44
318,Klaksvik,62.23,-6.59,48.2,100,100,17.22,FO,2020-01-06 01:27:44
319,Mandali,33.75,45.55,51.91,52,47,6.22,IQ,2020-01-06 01:30:50
320,Bethel,60.79,-161.76,-14.8,68,1,9.17,US,2020-01-06 01:26:56
321,Sorland,67.67,12.69,39.2,86,75,5.82,NO,2020-01-06 01:22:05
322,Lata,30.78,78.62,19.78,75,100,1.99,IN,2020-01-06 01:30:51
323,Marawi,8.0,124.29,82.0,70,34,4.0,PH,2020-01-06 01:23:25
324,Pindwara,24.79,73.05,58.98,43,13,4.16,IN,2020-01-06 01:30:51
325,Yantai,37.53,121.39,48.99,57,100,1.01,CN,2020-01-06 01:30:51
326,Manhumirim,-20.36,-41.96,65.53,97,78,5.79,BR,2020-01-06 01:30:51
327,Walvis Bay,-22.95,14.51,63.0,82,41,3.36,NA,2020-01-06 01:27:51
328,Sonoita,31.68,-110.66,64.99,20,1,10.29,US,2020-01-06 01:30:51
329,Banda Aceh,5.56,95.32,71.64,93,16,5.53,ID,2020-01-06 01:26:11
330,Port Hardy,50.7,-127.42,37.4,86,75,5.82,CA,2020-01-06 01:22:36
331,Kendari,-3.99,122.52,78.87,91,100,3.56,ID,2020-01-06 01:30:52
332,Plettenberg Bay,-34.05,23.37,67.08,88,100,2.84,ZA,2020-01-06 01:27:41
333,Udachnyy,66.42,112.4,-4.0,83,83,6.71,RU,2020-01-06 01:27:42
334,Mahon,51.89,-8.4,46.99,87,75,24.16,IE,2020-01-06 01:30:52
335,Horqueta,-23.34,-57.05,77.32,60,0,6.22,PY,2020-01-06 01:30:52
336,Kollam,8.88,76.6,78.8,94,20,2.24,IN,2020-01-06 01:30:52
337,Kabinda,-6.14,24.49,66.4,96,100,2.24,CD,2020-01-06 01:30:52
338,Ulcinj,41.93,19.22,41.0,27,0,17.22,ME,2020-01-06 01:29:24
339,Akdepe,42.05,59.39,26.6,79,75,4.7,TM,2020-01-06 01:30:53
340,Northam,-31.65,116.67,84.2,23,0,5.82,AU,2020-01-06 01:27:56
341,Cururupu,-1.82,-44.87,74.59,97,100,1.97,BR,2020-01-06 01:26:50
342,Xiongyue,40.18,122.12,33.51,85,100,9.75,CN,2020-01-06 01:30:53
343,Qinzhou,21.96,108.62,75.85,63,94,13.13,CN,2020-01-06 01:30:53
344,Mecca,21.43,39.83,57.74,54,0,3.74,SA,2020-01-06 01:26:00
345,Toora-Khem,52.47,96.11,-3.17,93,86,1.54,RU,2020-01-06 01:30:53
346,Vuktyl,63.86,57.31,19.11,96,100,5.01,RU,2020-01-06 01:25:54
347,Beckley,37.78,-81.19,37.4,85,0,6.6,US,2020-01-06 01:30:54
348,Chapais,49.78,-74.86,6.8,84,90,4.7,CA,2020-01-06 01:28:56
349,Turbat,26.0,63.05,66.63,76,100,7.9,PK,2020-01-06 01:30:54
350,Clyde River,70.47,-68.59,-40.0,52,1,18.34,CA,2020-01-06 01:26:48
351,Kushiro,43.11,144.15,28.4,54,20,3.36,JP,2020-01-06 01:28:45
352,Necochea,-38.55,-58.74,63.0,94,100,5.99,AR,2020-01-06 01:26:47
353,Kristiansund,63.12,7.73,46.4,81,100,14.99,NO,2020-01-06 01:30:54
354,Kargopol,61.51,38.95,15.62,92,0,5.79,RU,2020-01-06 01:30:55
355,Wad Rawah,15.16,33.13,55.17,24,0,10.25,SD,2020-01-06 01:30:55
356,Praia,-20.25,-43.81,73.4,83,40,4.09,BR,2020-01-06 01:28:29
357,Ahuimanu,21.44,-157.84,82.4,65,40,13.87,US,2020-01-06 01:22:36
358,Ahipara,-35.17,173.16,72.0,80,66,3.0,NZ,2020-01-06 01:27:10
359,Vila Do Maio,15.13,-23.22,71.6,56,77,17.22,CV,2020-01-06 01:27:42
360,Broome,52.47,1.45,46.4,81,23,9.17,GB,2020-01-06 01:27:45
361,Betlitsa,54.01,33.96,25.75,89,13,4.5,RU,2020-01-06 01:30:55
362,Parabel,58.71,81.5,10.65,94,97,7.65,RU,2020-01-06 01:28:56
363,Cap-Aux-Meules,47.38,-61.86,26.6,73,90,33.33,CA,2020-01-06 01:30:56
364,Trincomalee,8.58,81.23,79.48,85,51,5.55,LK,2020-01-06 01:30:56
365,Saldanha,41.42,-6.55,36.0,80,0,0.6,PT,2020-01-06 01:27:34
366,Trinidad,-14.83,-64.9,76.23,93,47,3.29,BO,2020-01-06 01:29:40
367,Vila,45.18,8.4,39.99,100,0,5.82,IT,2020-01-06 01:30:56
368,Khatanga,71.98,102.47,-7.42,97,99,6.53,RU,2020-01-06 01:23:05
369,Blenheim,-41.52,173.96,70.0,37,0,10.0,NZ,2020-01-06 01:30:56
370,Qeshm,26.96,56.27,60.8,93,75,6.93,IR,2020-01-06 01:30:56
371,Kavaratti,10.57,72.64,80.01,65,0,5.61,IN,2020-01-06 01:26:43
372,Flin Flon,54.77,-101.88,5.0,84,20,4.7,CA,2020-01-06 01:27:11
373,Nauta,-4.51,-73.58,73.67,71,0,2.53,PE,2020-01-06 01:30:57
374,Madang,35.32,102.79,17.15,89,100,2.73,CN,2020-01-06 01:29:07
375,Chivay,-15.64,-71.6,38.61,76,100,7.36,PE,2020-01-06 01:30:57
376,Poum,41.28,20.71,23.58,66,0,7.07,MK,2020-01-06 01:27:29
377,Burgersdorp,-30.99,26.32,61.03,87,0,3.2,ZA,2020-01-06 01:30:57
378,Kokopo,-4.34,152.27,85.46,68,1,7.54,PG,2020-01-06 01:30:57
379,Tirumullaivasal,11.24,79.84,80.58,78,35,12.35,IN,2020-01-06 01:27:12
380,Sosnovo-Ozerskoye,52.53,111.54,1.04,95,49,6.33,RU,2020-01-06 01:30:58
381,Manguito,22.59,-80.91,68.49,65,69,9.33,CU,2020-01-06 01:30:58
382,Egvekinot,66.32,-179.17,-12.68,85,0,10.71,RU,2020-01-06 01:28:38
383,Ipswich,-27.62,152.76,90.0,45,75,12.75,AU,2020-01-06 01:30:58
384,Srednekolymsk,67.46,153.71,-10.25,81,12,3.09,RU,2020-01-06 01:23:28
385,Balclutha,-46.24,169.74,53.01,60,100,25.99,NZ,2020-01-06 01:30:58
386,Pervomaysk,54.87,43.81,18.34,95,40,2.13,RU,2020-01-06 01:30:58
387,Port Blair,11.67,92.75,78.8,83,40,6.93,IN,2020-01-06 01:26:08
388,Slave Lake,55.28,-114.77,17.6,85,90,9.17,CA,2020-01-06 01:27:42
389,Charyshskoye,51.4,83.56,12.11,69,0,3.58,RU,2020-01-06 01:30:59
390,Russell,38.9,-98.86,37.0,51,1,3.36,US,2020-01-06 01:24:17
391,General Roca,-39.03,-67.58,68.0,32,0,19.46,AR,2020-01-06 01:30:59
392,Zanjan,36.67,48.48,20.5,85,14,2.39,IR,2020-01-06 01:30:59
393,Axim,4.87,-2.24,73.78,56,10,0.56,GH,2020-01-06 01:27:16
394,Pandan,11.72,122.09,79.05,81,86,24.29,PH,2020-01-06 01:28:51
395,Roebourne,-20.77,117.15,87.85,52,80,7.67,AU,2020-01-06 01:29:09
396,Marsa Matruh,31.35,27.25,53.6,71,40,14.99,EG,2020-01-06 01:31:00
397,Nyurba,63.29,118.35,0.3,98,99,3.42,RU,2020-01-06 01:31:00
398,Los Llanos De Aridane,28.66,-17.92,62.6,67,5,9.17,ES,2020-01-06 01:27:00
399,Ziro,27.54,93.82,40.26,94,63,2.42,IN,2020-01-06 01:27:22
400,Nobres,-14.72,-56.34,74.16,90,100,6.35,BR,2020-01-06 01:31:00
401,Rio Grande,-32.03,-52.1,73.99,82,31,3.0,BR,2020-01-06 01:31:00
